ocel:eid,ocel:timestamp,ocel:activity,ocel:type:MATNR,ocel:type:WERKS,ocel:type:QNAME,ocel:type:NLPLA,ocel:type:NLQNR
872,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['01-01-01'],['01-01-01_0000000107']
873,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['02-01-01'],['02-01-01_0000000108']
874,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['03-01-01'],['03-01-01_0000000109']
875,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['04-01-01'],['04-01-01_0000000110']
876,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['05-01-01'],['05-01-01_0000000111']
877,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['01-01-02'],['01-01-02_0000000112']
878,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['02-01-02'],['02-01-02_0000000113']
879,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['03-01-02'],['03-01-02_0000000114']
880,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['04-01-02'],['04-01-02_0000000115']
881,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['04-01-04'],['04-01-04_0000000125']
882,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['04-01-06'],['04-01-06_0000000135']
883,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['05-01-06'],['05-01-06_0000000136']
884,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['01-01-07'],['01-01-07_0000000137']
885,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['02-01-07'],['02-01-07_0000000138']
886,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['03-01-07'],['03-01-07_0000000139']
887,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['04-01-07'],['04-01-07_0000000140']
888,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['05-01-07'],['05-01-07_0000000141']
889,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['01-01-08'],['01-01-08_0000000142']
890,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['02-01-08'],['02-01-08_0000000143']
891,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['05-01-04'],['05-01-04_0000000126']
892,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['01-01-05'],['01-01-05_0000000127']
893,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['02-01-05'],['02-01-05_0000000128']
894,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['03-01-05'],['03-01-05_0000000129']
895,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['04-01-05'],['04-01-05_0000000130']
896,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['03-01-06'],['03-01-06_0000000134']
897,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['02-01-06'],['02-01-06_0000000133']
898,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['01-01-06'],['01-01-06_0000000132']
899,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['05-01-05'],['05-01-05_0000000131']
900,1999-02-23 23:58:00,Goods Receipt,['M-01'],['3500'],['ROSEMANN'],['B-001'],['B-001_0000000103']
901,1999-02-23 23:58:00,Goods Receipt,['M-01'],['3500'],['ROSEMANN'],['B-001'],['B-001_0000000103']
902,1999-02-23 23:58:00,Goods Receipt,['M-01'],['3500'],['ROSEMANN'],['B-001'],['B-001_0000000103']
903,1999-02-23 23:58:00,Goods Receipt,['M-01'],['3500'],['ROSEMANN'],['B-001'],['B-001_0000000103']
904,1999-02-23 23:58:00,Goods Receipt,['M-01'],['3500'],['ROSEMANN'],['B-001'],['B-001_0000000103']
905,1999-02-23 23:58:00,Goods Receipt,['M-01'],['3500'],['ROSEMANN'],['B-002'],['B-002_0000000105']
906,1999-02-23 23:58:00,Goods Receipt,['M-01'],['3500'],['ROSEMANN'],['B-002'],['B-002_0000000105']
907,1999-02-23 23:58:00,Goods Receipt,['M-01'],['3500'],['ROSEMANN'],['B-001'],['B-001_0000000103']
908,1999-02-23 23:58:00,Goods Receipt,['M-01'],['3500'],['ROSEMANN'],['B-001'],['B-001_0000000103']
909,1999-02-23 23:58:00,Goods Receipt,['M-01'],['3500'],['ROSEMANN'],['B-001'],['B-001_0000000103']
910,1999-02-23 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['0080004814'],['0080004814_0000000192']
911,1999-02-23 23:58:00,Goods Receipt,['M-10'],['3500'],['ROSEMANN'],['0080004814'],['0080004814_0000000193']
912,1999-02-23 23:58:00,Goods Receipt,['M-01'],['3500'],['ROSEMANN'],['0080004814'],['0080004814_0000000194']
913,1999-02-24 08:35:34,Transfer Confirmation,['M-08'],['3500'],['ROSEMANN'],['0080004814'],['0080004814_0000000192']
914,1999-02-24 08:35:34,Transfer Confirmation,['M-10'],['3500'],['ROSEMANN'],['0080004814'],['0080004814_0000000193']
915,1999-02-24 08:35:34,Transfer Confirmation,['M-01'],['3500'],['ROSEMANN'],['0080004814'],['0080004814_0000000194']
916,2000-02-14 09:59:50,Transfer Confirmation,['M-01'],['1000'],['DEVENTER'],['01-02-05'],['01-02-05_0000000328']
917,2000-02-14 10:25:29,Transfer Confirmation,['M-01'],['1000'],['DEVENTER'],['2000000010'],['2000000010_0000000329']
918,2000-02-14 10:25:46,Transfer Confirmation,['M-01'],['1000'],['DEVENTER'],['0080006599'],['0080006599_0000000330']
919,2000-02-14 23:58:00,Goods Receipt,['M-01'],['1000'],['DEVENTER'],['01-02-05'],['01-02-05_0000000328']
920,2000-02-14 23:58:00,Goods Receipt,['M-01'],['1000'],['DEVENTER'],['2000000010'],['2000000010_0000000329']
921,2000-02-14 23:58:00,Goods Receipt,['M-01'],['1000'],['DEVENTER'],['0080006599'],['0080006599_0000000330']
922,2000-04-12 20:29:15,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['01-02-05'],['01-02-05_0000000339']
923,2000-04-12 20:29:15,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['QUALITAET'],['QUALITAET_0000000338']
924,2000-04-12 20:32:10,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['U-ZONE'],['U-ZONE_0000000340']
925,2000-04-12 20:32:10,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['U-ZONE'],['U-ZONE_0000000340']
926,2000-04-12 20:32:56,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['01-02-05'],['01-02-05_0000000342']
927,2000-04-12 20:32:56,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['QUALITAET'],['QUALITAET_0000000343']
928,2000-04-12 20:38:09,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['01-02-06'],['01-02-06_0000000344']
929,2000-04-12 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['01-02-05'],['01-02-05_0000000339']
930,2000-04-12 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['QUALITAET'],['QUALITAET_0000000338']
931,2000-04-12 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['U-ZONE'],['U-ZONE_0000000340']
932,2000-04-12 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['01-02-05'],['01-02-05_0000000342']
933,2000-04-12 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['U-ZONE'],['U-ZONE_0000000340']
934,2000-04-12 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['QUALITAET'],['QUALITAET_0000000343']
935,2000-04-12 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['01-02-06'],['01-02-06_0000000344']
936,2000-04-13 14:26:29,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['02-02-05'],['02-02-05_0000000349']
937,2000-04-13 14:26:29,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['QUALITAET'],['QUALITAET_0000000348']
938,2000-04-13 14:42:42,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['U-ZONE'],['U-ZONE_0000000350']
939,2000-04-13 14:42:42,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['U-ZONE'],['U-ZONE_0000000350']
940,2000-04-13 14:43:36,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['02-02-05'],['02-02-05_0000000352']
941,2000-04-13 14:43:36,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['QUALITAET'],['QUALITAET_0000000353']
942,2000-04-13 14:45:14,Transfer Confirmation,['QS6X20'],['1000'],['WESTERMANN'],['03-02-05'],['03-02-05_0000000354']
943,2000-04-13 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['02-02-05'],['02-02-05_0000000349']
944,2000-04-13 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['QUALITAET'],['QUALITAET_0000000348']
945,2000-04-13 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['U-ZONE'],['U-ZONE_0000000350']
946,2000-04-13 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['02-02-05'],['02-02-05_0000000352']
947,2000-04-13 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['U-ZONE'],['U-ZONE_0000000350']
948,2000-04-13 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['QUALITAET'],['QUALITAET_0000000353']
949,2000-04-13 23:58:00,Goods Receipt,['QS6X20'],['1000'],['WESTERMANN'],['03-02-05'],['03-02-05_0000000354']
950,2000-05-19 15:31:51,Transfer Confirmation,['M-10'],['3500'],['ROSEMANN'],['01-01-01'],['01-01-01_0000000202']
951,2000-05-19 15:31:51,Transfer Confirmation,['M-10'],['3500'],['ROSEMANN'],['03-01-09'],['03-01-09_0000000203']
952,2000-05-19 15:31:51,Transfer Confirmation,['M-10'],['3500'],['ROSEMANN'],['05-02-07'],['05-02-07_0000000204']
953,2000-05-19 15:31:51,Transfer Confirmation,['M-10'],['3500'],['ROSEMANN'],['01-02-08'],['01-02-08_0000000205']
954,2000-05-19 23:58:00,Goods Receipt,['M-10'],['3500'],['ROSEMANN'],['01-01-01'],['01-01-01_0000000202']
955,2000-05-19 23:58:00,Goods Receipt,['M-10'],['3500'],['ROSEMANN'],['03-01-09'],['03-01-09_0000000203']
956,2000-05-19 23:58:00,Goods Receipt,['M-10'],['3500'],['ROSEMANN'],['05-02-07'],['05-02-07_0000000204']
957,2000-05-19 23:58:00,Goods Receipt,['M-10'],['3500'],['ROSEMANN'],['01-02-08'],['01-02-08_0000000205']
958,2000-06-08 10:53:55,Transfer Confirmation,['M-08'],['3500'],['ROSEMANN'],['02-02-08'],['02-02-08_0000000212']
959,2000-06-08 10:53:55,Transfer Confirmation,['M-08'],['3500'],['ROSEMANN'],['03-02-08'],['03-02-08_0000000213']
960,2000-06-08 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['02-02-08'],['02-02-08_0000000212']
961,2000-06-08 23:58:00,Goods Receipt,['M-08'],['3500'],['ROSEMANN'],['03-02-08'],['03-02-08_0000000213']
962,2001-02-07 14:40:19,Transfer Confirmation,['R100001'],['R300'],['HUETT'],['0080008222'],['0080008222_0000000000']
963,2001-02-07 14:40:22,Transfer Confirmation,['R100001'],['R300'],['HUETT'],['0080008223'],['0080008223_0000000000']
964,2001-02-07 14:40:24,Transfer Confirmation,['R100008'],['R300'],['HUETT'],['0080008224'],['0080008224_0000000000']
965,2001-02-07 14:40:26,Transfer Confirmation,['R100001'],['R300'],['HUETT'],['0080008225'],['0080008225_0000000000']
966,2001-02-07 14:40:31,Transfer Confirmation,['R100001'],['R300'],['HUETT'],['0080008227'],['0080008227_0000000000']
967,2001-02-07 14:40:33,Transfer Confirmation,['R100000'],['R300'],['HUETT'],['0080008228'],['0080008228_0000000000']
968,2001-02-07 14:40:38,Transfer Confirmation,['R100000'],['R300'],['HUETT'],['0080008230'],['0080008230_0000000000']
969,2001-02-07 14:40:38,Transfer Confirmation,['R100008'],['R300'],['HUETT'],['0080008230'],['0080008230_0000000000']
970,2001-02-07 14:40:41,Transfer Confirmation,['R100000'],['R300'],['HUETT'],['0080008231'],['0080008231_0000000000']
971,2001-02-07 14:40:41,Transfer Confirmation,['R100008'],['R300'],['HUETT'],['0080008231'],['0080008231_0000000000']
972,2001-02-07 14:40:44,Transfer Confirmation,['R100000'],['R300'],['HUETT'],['0080008232'],['0080008232_0000000000']
973,2001-02-07 14:40:44,Transfer Confirmation,['R100008'],['R300'],['HUETT'],['0080008232'],['0080008232_0000000000']
974,2001-02-07 14:40:46,Transfer Confirmation,['R100000'],['R300'],['HUETT'],['0080008239'],['0080008239_0000000000']
975,2001-02-07 14:40:46,Transfer Confirmation,['R100002'],['R300'],['HUETT'],['0080008239'],['0080008239_0000000000']
976,2001-02-07 14:40:46,Transfer Confirmation,['R100008'],['R300'],['HUETT'],['0080008239'],['0080008239_0000000000']
977,2001-02-07 14:40:52,Transfer Confirmation,['R100001'],['R300'],['HUETT'],['0080008240'],['0080008240_0000000000']
978,2001-02-07 14:40:52,Transfer Confirmation,['R100002'],['R300'],['HUETT'],['0080008240'],['0080008240_0000000000']
979,2001-02-07 14:40:52,Transfer Confirmation,['R100008'],['R300'],['HUETT'],['0080008240'],['0080008240_0000000000']
980,2001-02-07 14:40:58,Transfer Confirmation,['R100001'],['R300'],['HUETT'],['0080008241'],['0080008241_0000000000']
981,2001-02-07 14:40:58,Transfer Confirmation,['R100002'],['R300'],['HUETT'],['0080008241'],['0080008241_0000000000']
982,2001-02-07 14:40:58,Transfer Confirmation,['R100008'],['R300'],['HUETT'],['0080008241'],['0080008241_0000000000']
983,2001-02-07 14:41:07,Transfer Confirmation,['R100002'],['R300'],['HUETT'],['0080008242'],['0080008242_0000000000']
984,2001-02-07 14:41:07,Transfer Confirmation,['R100008'],['R300'],['HUETT'],['0080008242'],['0080008242_0000000000']
985,2001-02-07 14:41:19,Transfer Confirmation,['R100000'],['R300'],['HUETT'],['0080008258'],['0080008258_0000000000']
986,2001-02-07 14:41:23,Transfer Confirmation,['R100000'],['R300'],['HUETT'],['0080008259'],['0080008259_0000000000']
987,2001-02-07 14:41:27,Transfer Confirmation,['R100000'],['R300'],['HUETT'],['0080008260'],['0080008260_0000000000']
988,2001-02-07 14:41:31,Transfer Confirmation,['R100000'],['R300'],['HUETT'],['0080008261'],['0080008261_0000000000']
989,2001-02-07 14:41:34,Transfer Confirmation,['R100001'],['R300'],['HUETT'],['0080008262'],['0080008262_0000000000']
990,2001-02-07 14:41:37,Transfer Confirmation,['R100001'],['R300'],['HUETT'],['0080008263'],['0080008263_0000000000']
991,2001-02-09 17:23:55,Transfer Confirmation,['T-TD00'],['1200'],['KIRST'],['02-02-06'],['02-02-06_0000000360']
992,2001-02-09 17:23:55,Transfer Confirmation,['T-TD00'],['1200'],['KIRST'],['03-02-06'],['03-02-06_0000000361']
993,2001-02-09 17:23:55,Transfer Confirmation,['T-TD00'],['1200'],['KIRST'],['01-02-07'],['01-02-07_0000000362']
994,2001-02-09 17:40:53,Transfer Confirmation,['T-TD01'],['1200'],['KIRST'],['02-02-07'],['02-02-07_0000000366']
995,2001-02-09 17:40:53,Transfer Confirmation,['T-TD01'],['1200'],['KIRST'],['03-02-07'],['03-02-07_0000000367']
996,2001-02-09 17:40:53,Transfer Confirmation,['T-TD01'],['1200'],['KIRST'],['01-02-08'],['01-02-08_0000000368']
997,2001-02-09 18:04:00,Transfer Confirmation,['T-TD02'],['1200'],['KIRST'],['02-02-08'],['02-02-08_0000000372']
998,2001-02-09 18:04:00,Transfer Confirmation,['T-TD02'],['1200'],['KIRST'],['03-02-08'],['03-02-08_0000000373']
999,2001-02-09 18:04:00,Transfer Confirmation,['T-TD02'],['1200'],['KIRST'],['01-02-09'],['01-02-09_0000000374']
1000,2001-02-09 18:19:48,Transfer Confirmation,['T-TD03'],['1200'],['KIRST'],['02-02-09'],['02-02-09_0000000378']
1001,2001-02-09 18:19:48,Transfer Confirmation,['T-TD03'],['1200'],['KIRST'],['03-02-09'],['03-02-09_0000000379']
1002,2001-02-09 18:19:48,Transfer Confirmation,['T-TD03'],['1200'],['KIRST'],['01-02-10'],['01-02-10_0000000380']
1003,2001-02-09 18:35:11,Transfer Confirmation,['T-TD04'],['1200'],['KIRST'],['02-02-10'],['02-02-10_0000000384']
1004,2001-02-09 18:35:11,Transfer Confirmation,['T-TD04'],['1200'],['KIRST'],['03-02-10'],['03-02-10_0000000385']
1005,2001-02-09 18:35:11,Transfer Confirmation,['T-TD04'],['1200'],['KIRST'],['01-03-01'],['01-03-01_0000000386']
1006,2001-02-09 18:50:57,Transfer Confirmation,['T-TD05'],['1200'],['KIRST'],['02-03-01'],['02-03-01_0000000390']
1007,2001-02-09 18:50:57,Transfer Confirmation,['T-TD05'],['1200'],['KIRST'],['03-03-01'],['03-03-01_0000000391']
1008,2001-02-09 18:50:57,Transfer Confirmation,['T-TD05'],['1200'],['KIRST'],['01-03-02'],['01-03-02_0000000392']
1009,2001-02-09 19:07:11,Transfer Confirmation,['T-TD06'],['1200'],['KIRST'],['02-03-02'],['02-03-02_0000000396']
1010,2001-02-09 19:07:11,Transfer Confirmation,['T-TD06'],['1200'],['KIRST'],['03-03-02'],['03-03-02_0000000397']
1011,2001-02-09 19:07:11,Transfer Confirmation,['T-TD06'],['1200'],['KIRST'],['01-03-03'],['01-03-03_0000000398']
1012,2001-02-09 19:23:44,Transfer Confirmation,['T-TD07'],['1200'],['KIRST'],['02-03-03'],['02-03-03_0000000402']
1013,2001-02-09 19:23:44,Transfer Confirmation,['T-TD07'],['1200'],['KIRST'],['03-03-03'],['03-03-03_0000000403']
1014,2001-02-09 19:23:44,Transfer Confirmation,['T-TD07'],['1200'],['KIRST'],['01-03-04'],['01-03-04_0000000404']
1015,2001-02-09 19:40:56,Transfer Confirmation,['T-TD08'],['1200'],['KIRST'],['02-03-04'],['02-03-04_0000000408']
1016,2001-02-09 19:40:56,Transfer Confirmation,['T-TD08'],['1200'],['KIRST'],['03-03-04'],['03-03-04_0000000409']
1017,2001-02-09 19:40:56,Transfer Confirmation,['T-TD08'],['1200'],['KIRST'],['01-03-05'],['01-03-05_0000000410']
1018,2001-02-09 19:58:45,Transfer Confirmation,['T-TD09'],['1200'],['KIRST'],['02-03-05'],['02-03-05_0000000414']
1019,2001-02-09 19:58:45,Transfer Confirmation,['T-TD09'],['1200'],['KIRST'],['03-03-05'],['03-03-05_0000000415']
1020,2001-02-09 19:58:45,Transfer Confirmation,['T-TD09'],['1200'],['KIRST'],['01-03-06'],['01-03-06_0000000416']
1021,2001-02-09 20:17:06,Transfer Confirmation,['T-TD10'],['1200'],['KIRST'],['02-03-06'],['02-03-06_0000000420']
1022,2001-02-09 20:17:06,Transfer Confirmation,['T-TD10'],['1200'],['KIRST'],['03-03-06'],['03-03-06_0000000421']
1023,2001-02-09 20:17:06,Transfer Confirmation,['T-TD10'],['1200'],['KIRST'],['01-03-07'],['01-03-07_0000000422']
1024,2001-02-09 20:36:20,Transfer Confirmation,['T-TD11'],['1200'],['KIRST'],['02-03-07'],['02-03-07_0000000426']
1025,2001-02-09 20:36:20,Transfer Confirmation,['T-TD11'],['1200'],['KIRST'],['03-03-07'],['03-03-07_0000000427']
1026,2001-02-09 20:36:20,Transfer Confirmation,['T-TD11'],['1200'],['KIRST'],['01-03-08'],['01-03-08_0000000428']
1027,2001-02-09 20:55:40,Transfer Confirmation,['T-TD12'],['1200'],['KIRST'],['02-03-08'],['02-03-08_0000000432']
1028,2001-02-09 20:55:40,Transfer Confirmation,['T-TD12'],['1200'],['KIRST'],['03-03-08'],['03-03-08_0000000433']
1029,2001-02-09 20:55:40,Transfer Confirmation,['T-TD12'],['1200'],['KIRST'],['01-03-09'],['01-03-09_0000000434']
1030,2001-02-09 21:15:30,Transfer Confirmation,['T-TD13'],['1200'],['KIRST'],['02-03-09'],['02-03-09_0000000438']
1031,2001-02-09 21:15:30,Transfer Confirmation,['T-TD13'],['1200'],['KIRST'],['03-03-09'],['03-03-09_0000000439']
1032,2001-02-09 21:15:30,Transfer Confirmation,['T-TD13'],['1200'],['KIRST'],['01-03-10'],['01-03-10_0000000440']
1033,2001-02-09 21:36:32,Transfer Confirmation,['T-TD14'],['1200'],['KIRST'],['02-03-10'],['02-03-10_0000000444']
1034,2001-02-09 21:36:32,Transfer Confirmation,['T-TD14'],['1200'],['KIRST'],['03-03-10'],['03-03-10_0000000445']
1035,2001-02-09 21:36:32,Transfer Confirmation,['T-TD14'],['1200'],['KIRST'],['01-04-01'],['01-04-01_0000000446']
1036,2001-02-09 21:57:57,Transfer Confirmation,['T-TD15'],['1200'],['KIRST'],['02-04-01'],['02-04-01_0000000450']
1037,2001-02-09 21:57:57,Transfer Confirmation,['T-TD15'],['1200'],['KIRST'],['03-04-01'],['03-04-01_0000000451']
1038,2001-02-09 21:57:57,Transfer Confirmation,['T-TD15'],['1200'],['KIRST'],['01-04-02'],['01-04-02_0000000452']
1039,2001-02-09 22:20:20,Transfer Confirmation,['T-TD16'],['1200'],['KIRST'],['02-04-02'],['02-04-02_0000000456']
1040,2001-02-09 22:20:20,Transfer Confirmation,['T-TD16'],['1200'],['KIRST'],['03-04-02'],['03-04-02_0000000457']
1041,2001-02-09 22:20:20,Transfer Confirmation,['T-TD16'],['1200'],['KIRST'],['01-04-03'],['01-04-03_0000000458']
1042,2001-02-09 22:42:46,Transfer Confirmation,['T-TD17'],['1200'],['KIRST'],['02-04-03'],['02-04-03_0000000462']
1043,2001-02-09 22:42:46,Transfer Confirmation,['T-TD17'],['1200'],['KIRST'],['03-04-03'],['03-04-03_0000000463']
1044,2001-02-09 22:42:46,Transfer Confirmation,['T-TD17'],['1200'],['KIRST'],['01-04-04'],['01-04-04_0000000464']
1045,2001-02-09 23:05:47,Transfer Confirmation,['T-TD18'],['1200'],['KIRST'],['02-04-04'],['02-04-04_0000000468']
1046,2001-02-09 23:05:47,Transfer Confirmation,['T-TD18'],['1200'],['KIRST'],['03-04-04'],['03-04-04_0000000469']
1047,2001-02-09 23:05:47,Transfer Confirmation,['T-TD18'],['1200'],['KIRST'],['01-04-05'],['01-04-05_0000000470']
1048,2001-02-09 23:29:04,Transfer Confirmation,['T-TD19'],['1200'],['KIRST'],['02-04-05'],['02-04-05_0000000474']
1049,2001-02-09 23:29:04,Transfer Confirmation,['T-TD19'],['1200'],['KIRST'],['03-04-05'],['03-04-05_0000000475']
1050,2001-02-09 23:29:04,Transfer Confirmation,['T-TD19'],['1200'],['KIRST'],['01-04-06'],['01-04-06_0000000476']
1051,2001-02-09 23:53:14,Transfer Confirmation,['T-TD20'],['1200'],['KIRST'],['02-04-06'],['02-04-06_0000000480']
1052,2001-02-09 23:53:14,Transfer Confirmation,['T-TD20'],['1200'],['KIRST'],['03-04-06'],['03-04-06_0000000481']
1053,2001-02-09 23:53:14,Transfer Confirmation,['T-TD20'],['1200'],['KIRST'],['01-04-07'],['01-04-07_0000000482']
1054,2001-02-09 23:58:00,Goods Receipt,['T-TD00'],['1200'],['KIRST'],['02-02-06'],['02-02-06_0000000360']
1055,2001-02-09 23:58:00,Goods Receipt,['T-TD00'],['1200'],['KIRST'],['03-02-06'],['03-02-06_0000000361']
